fileid,filename,pretty_midi,instruments,rtcid
wilson_strut_miss_lizzie_wilson,Wilson/Strut Miss Lizzie - Wilson.mid,True,"[3, 0, 0]",-1
wilson_hitchy_koo_wilson,Wilson/Hitchy-Koo - Wilson.mid,True,"[3, 0, 0]",-1
wilson_that_madrid_rag_wilson,Wilson/That Madrid Rag - Wilson.mid,True,"[0, 0]",13726
wilson_hyacinth_botsford_wilson,Wilson/Hyacinth (Botsford) - Wilson.mid,True,"[0, 0]",5829
wilson_behemoth_two_step_wilson,Wilson/Behemoth Two-step - Wilson.mid,True,"[0, 0]",907
wilson_so_here_we_are_wilson,Wilson/So Here We Are - Wilson.mid,True,"[3, 0, 0]",-1
wilson_good_bye_broadway_hello_france_wilson,"Wilson/Good-bye Broadway, Hello France! - Wilson.mid",True,"[3, 0, 0]",-1
wilson_augustan_club_the_wilson,"Wilson/Augustan Club, The - Wilson.mid",True,[1],-1
wilson_grand_sonata_in_ragtime_ragtime_turtledove_wilson,Wilson/Grand Sonata In Ragtime; Ragtime Turtledove - Wilson.mid,True,"[0, 0]",11049
wilson_castle_doggy_the_wilson,"Wilson/Castle Doggy, The - Wilson.mid",True,"[0, 0]",1916
wilson_cruel_papa_wilson,Wilson/Cruel Papa! - Wilson.mid,True,"[3, 0, 0]",-1
wilson_red_rose_rag_the_wenrich_wilson,"Wilson/Red Rose Rag, The (Wenrich) - Wilson.mid",True,"[3, 0, 0]",-1
wilson_ragtime_bobolink_wilson,Wilson/Ragtime Bobolink - Wilson.mid,True,"[0, 0]",10827
wilson_i_want_a_patriotic_girl_wilson,Wilson/I Want A Patriotic Girl - Wilson.mid,True,"[3, 0, 0]",-1
wilson_nickel_in_the_slot_wilson,Wilson/Nickel In The Slot - Wilson.mid,True,"[0, 0]",8992
wilson_cake_walk_in_the_sky_the_wilson,"Wilson/Cake Walk In The Sky, The - Wilson.mid",True,"[0, 0]",1683
wilson_piano_man_wilson,Wilson/Piano Man - Wilson.mid,True,"[0, 0, 0]",-1
wilson_bunny_hug_rag_the_de_costa_wilson,"Wilson/Bunny Hug Rag, The (De Costa) - Wilson.mid",True,"[0, 0]",1575
wilson_kansas_city_blues_song_wilson,Wilson/Kansas City Blues [song] - Wilson.mid,False,[],-1
wilson_alaskan_rag_the_wilson,"Wilson/Alaskan Rag, The - Wilson.mid",True,"[0, 0]",241
wilson_breeze_from_alabama_a_wilson,"Wilson/Breeze From Alabama, A - Wilson.mid",True,[1],-1
wilson_leola_wilson,Wilson/Leola - Wilson.mid,True,[1],-1
wilson_toad_stool_rag_wilson,Wilson/Toad Stool Rag - Wilson.mid,True,"[0, 0]",14121
wilson_lead_me_to_that_beautiful_band_wilson,Wilson/Lead Me To That Beautiful Band - Wilson.mid,True,"[0, 0, 0]",-1
wilson_coon_band_contest_a_wilson,"Wilson/Coon Band Contest, A - Wilson.mid",True,"[0, 0, 58]",-1
wilson_bethena_wilson,Wilson/Bethena - Wilson.mid,True,[1],-1
wilson_gardenia_the_bolcom_wilson,"Wilson/Gardenia, The (Bolcom) - Wilson.mid",True,"[0, 0]",4629
wilson_everything_is_ragtime_now_straight_wilson,Wilson/Everything Is Ragtime Now (Straight) - Wilson.mid,True,"[3, 0, 0]",-1
wilson_im_going_on_a_long_vacation_wilson,Wilson/I'm Going On A Long Vacation - Wilson.mid,True,"[0, 0, 0]",-1
wilson_graceful_ghost_rag_wilson,Wilson/Graceful Ghost Rag - Wilson.mid,True,"[0, 0]",4994
wilson_chrysanthemum_the_wilson,"Wilson/Chrysanthemum, The - Wilson.mid",True,[1],-1
wilson_song_of_the_wanderer_wilson,Wilson/Song Of The Wanderer - Wilson.mid,True,"[3, 0, 0]",-1
wilson_arctic_sunset_wilson,Wilson/Arctic Sunset - Wilson.mid,True,"[0, 0]",500
wilson_something_doing_joplin_hayden_wilson,Wilson/Something Doing (Joplin & Hayden) - Wilson.mid,True,[1],-1
wilson_tennessee_synkopes_wilson,Wilson/Tennessee Synkopes - Wilson.mid,True,"[0, 0]",13532
wilson_purple_moon_wilson,Wilson/Purple Moon - Wilson.mid,True,"[3, 0, 0]",-1
wilson_vatican_rag_the_wilson,"Wilson/Vatican Rag, The - Wilson.mid",True,"[0, 0, 0]",-1
wilson_california_porcupine_rag_wilson,Wilson/California Porcupine Rag - Wilson.mid,True,"[0, 0]",1738
wilson_century_prize_wilson,Wilson/Century Prize - Wilson.mid,True,"[0, 0]",1984
wilson_astor_place_rag_waltz_wilson,Wilson/Astor Place Rag Waltz - Wilson.mid,True,"[0, 0]",544
wilson_maple_leaf_rag_song_wilson,Wilson/Maple Leaf Rag [song] - Wilson.mid,True,"[3, 0, 0]",-1
wilson_dixie_lincoln_wilson,Wilson/Dixie (Lincoln) - Wilson.mid,True,"[0, 0]",3304
wilson_proctology_wilson,Wilson/Proctology - Wilson.mid,True,"[0, 0]",10327
wilson_ballin_the_jack_wilson,Wilson/Ballin' The Jack - Wilson.mid,True,"[0, 0]",748
wilson_march_majestic_wilson,Wilson/March Majestic - Wilson.mid,True,[1],-1
wilson_maloney_rag_wilson,Wilson/Maloney Rag - Wilson.mid,True,"[0, 0]",7877
wilson_rabbits_foot_wilson,Wilson/Rabbit's Foot - Wilson.mid,True,"[0, 0]",10467
wilson_im_tired_of_everything_but_you_wilson,Wilson/I'm Tired Of Everything But You - Wilson.mid,True,"[3, 0, 0]",-1
wilson_chevy_chase_the_wilson,"Wilson/Chevy Chase, The - Wilson.mid",True,"[0, 0]",2079
wilson_garden_of_eden_the_through_edens_gates_wilson,"Wilson/Garden Of Eden, The - Through Eden's Gates - Wilson.mid",True,"[0, 0]",4623
wilson_carolina_fox_trot_wilson,Wilson/Carolina Fox Trot - Wilson.mid,True,"[0, 115, 0, 115]",-1
wilson_fred_heltmans_rag_wilson,Wilson/Fred Heltman's Rag - Wilson.mid,True,"[0, 0]",4438
wilson_hot_cinders_wilson,Wilson/Hot Cinders - Wilson.mid,True,"[0, 0]",5667
wilson_sandpoint_rag_wilson,Wilson/Sandpoint Rag - Wilson.mid,True,"[0, 0]",11823
wilson_sugar_cane_wilson,Wilson/Sugar Cane - Wilson.mid,True,[1],-1
wilson_calliope_rag_scott_et_al_wilson,Wilson/Calliope Rag (Scott et al) - Wilson.mid,True,"[0, 0]",1751
wilson_georgia_rainbow_wilson,Wilson/Georgia Rainbow - Wilson.mid,True,"[0, 0]",4705
wilson_oh_where_is_my_wife_tonight_wilson,Wilson/Oh! Where Is My Wife Tonight - Wilson.mid,True,"[0, 0, 0]",-1
wilson_paramount_rag_scott_wilson,Wilson/Paramount Rag (Scott) - Wilson.mid,True,"[0, 0]",9685
wilson_alexanders_ragtime_band_wilson,Wilson/Alexander's Ragtime Band - Wilson.mid,True,"[0, 0, 0]",-1
wilson_reflection_rag_joplin_wilson,Wilson/Reflection Rag (Joplin) - Wilson.mid,True,[1],-1
wilson_clover_club_wilson,Wilson/Clover Club - Wilson.mid,True,"[0, 0]",2311
wilson_nightmare_fantasy_rag_wilson,Wilson/Nightmare Fantasy Rag - Wilson.mid,True,"[0, 0]",9038
wilson_nonpareil_the_wilson,"Wilson/Nonpareil, The - Wilson.mid",True,[1],-1
wilson_solace_wilson,Wilson/Solace - Wilson.mid,True,[1],-1
wilson_panama_tyers_wilson,Wilson/Panama (Tyers) - Wilson.mid,True,"[0, 0]",9649
wilson_traumerei_wilson,Wilson/Traumerei - Wilson.mid,True,"[0, 0]",14249
wilson_rag_time_dance_the_1906_wilson,"Wilson/Rag-Time Dance, The - 1906 - Wilson.mid",True,[1],-1
wilson_cookie_wilson,Wilson/Cookie - Wilson.mid,True,"[3, 0, 0]",-1
wilson_texas_rag_jackson_wilson,Wilson/Texas Rag (Jackson) - Wilson.mid,True,"[0, 0]",13556
wilson_johnson_rag_wilson,Wilson/Johnson Rag - Wilson.mid,True,"[0, 0]",6800
wilson_sweet_mamma_wilson,Wilson/Sweet Mamma - Wilson.mid,True,"[3, 0, 0]",-1
wilson_cradle_rock_wilson,Wilson/Cradle-Rock - Wilson.mid,True,"[0, 0]",2718
wilson_all_the_grapes_wilson,Wilson/All The Grapes - Wilson.mid,True,"[0, 0]",299
wilson_sleight_of_hand_rag_wilson,Wilson/Sleight Of Hand Rag - Wilson.mid,True,"[0, 0]",12335
wilson_pleasant_moments_wilson,Wilson/Pleasant Moments - Wilson.mid,True,[1],-1
wilson_search_light_rag_wilson,Wilson/Search-Light Rag - Wilson.mid,True,[1],-1
wilson_incineratorag_wilson,Wilson/Incineratorag - Wilson.mid,True,"[0, 0]",6376
wilson_sailing_down_the_chesapeake_bay_wilson,Wilson/Sailing Down The Chesapeake Bay - Wilson.mid,True,"[3, 0, 0]",-1
wilson_i_didnt_go_home_at_all_wilson,Wilson/I Didn't Go Home At All - Wilson.mid,True,"[0, 0, 0]",-1
wilson_onion_skin_wilson,Wilson/Onion Skin - Wilson.mid,True,"[0, 0]",9495
wilson_at_a_georgia_campmeeting_wilson,Wilson/At A Georgia Campmeeting - Wilson.mid,True,"[0, 0]",552
wilson_geo._cohans_rag_wilson,Wilson/Geo. Cohan's Rag - Wilson.mid,True,"[0, 0]",4675
wilson_new_black_eagle_buck_the_wilson,"Wilson/New Black Eagle Buck, The - Wilson.mid",True,"[0, 0]",8914
wilson_rastus_on_parade_wilson,Wilson/Rastus On Parade - Wilson.mid,True,"[0, 0]",11158
wilson_sensation_lamb_wilson,Wilson/Sensation (Lamb) - Wilson.mid,True,[1],-1
wilson_brass_knuckles_wilson,Wilson/Brass Knuckles - Wilson.mid,True,"[0, 0]",1384
wilson_firefly_rag_lamb_wilson,Wilson/Firefly Rag (Lamb) - Wilson.mid,True,"[0, 0]",4191
wilson_rose_leaf_rag_wilson,Wilson/Rose Leaf Rag - Wilson.mid,True,[1],-1
wilson_canadian_capers_wilson,Wilson/Canadian Capers - Wilson.mid,True,"[0, 0]",1781
wilson_one_for_norma_wilson,Wilson/One For Norma - Wilson.mid,True,"[0, 0]",9472
wilson_keep_the_home_fires_burning_wilson,Wilson/Keep The Home Fires Burning - Wilson.mid,True,"[3, 0, 0]",-1
wilson_11th_street_rag_unpub._vers_wilson,Wilson/11th Street Rag (unpub. vers) - Wilson.mid,True,"[0, 0]",14
wilson_little_black_baby_wilson,Wilson/Little Black Baby - Wilson.mid,True,[1],-1
wilson_beets_and_turnips_wilson,Wilson/Beets And Turnips - Wilson.mid,True,"[0, 0]",903
wilson_chestnut_valley_rag_wilson,Wilson/Chestnut Valley Rag - Wilson.mid,True,"[0, 0]",2077
wilson_little_jacks_rag_wilson,Wilson/Little Jack's Rag - Wilson.mid,True,"[0, 0]",7534
wilson_caprice_rag_wilson,Wilson/Caprice Rag - Wilson.mid,True,"[0, 0]",1832
wilson_ragtime_soldier_man_wilson,Wilson/Ragtime Soldier Man - Wilson.mid,True,"[0, 0, 0]",-1
wilson_pas_ma_la_la_wilson,"Wilson/Pas Ma La, La - Wilson.mid",True,"[3, 0, 0]",-1
wilson_one_for_amelia_wilson,Wilson/One For Amelia - Wilson.mid,True,"[0, 0]",9461
wilson_i_was_aviating_around_wilson,Wilson/I Was Aviating Around - Wilson.mid,True,"[0, 0, 0]",-1
wilson_dardanella_wilson,Wilson/Dardanella - Wilson.mid,True,"[0, 0, 0]",-1
wilson_oh_by_jingo_oh_by_gee_wilson,Wilson/Oh By Jingo! Oh By Gee! - Wilson.mid,True,"[3, 0, 0]",-1
wilson_garden_of_eden_the_the_serpents_kiss_wilson,"Wilson/Garden Of Eden, The - The Serpent's Kiss - Wilson.mid",True,"[0, 73, 0, 116]",-1
wilson_that_revolutionary_rag_wilson,Wilson/That Revolutionary Rag - Wilson.mid,True,"[0, 0, 0]",-1
wilson_lily_queen_wilson,Wilson/Lily Queen - Wilson.mid,True,[1],-1
wilson_garden_of_eden_the_the_eternel_feminine_wilson,"Wilson/Garden Of Eden, The - The Eternel Feminine - Wilson.mid",True,"[0, 0]",4621
wilson_my_wifes_gone_to_the_country_wilson,Wilson/My Wife's Gone To The Country! - Wilson.mid,True,"[0, 0, 0]",-1
wilson_waltz_from_ragtime_wilson,Wilson/Waltz From Ragtime - Wilson.mid,True,"[0, 0]",14788
wilson_marie_from_sunny_italy_wilson,Wilson/Marie From Sunny Italy - Wilson.mid,True,"[0, 0, 0]",-1
wilson_burnt_fingers_wilson,Wilson/Burnt Fingers - Wilson.mid,True,"[0, 0]",1586
wilson_grace_and_beauty_wilson,Wilson/Grace And Beauty - Wilson.mid,True,"[0, 0]",4992
wilson_country_club_wilson,Wilson/Country Club - Wilson.mid,True,[1],-1
wilson_carus_breeze_the_wilson,"Wilson/Carus Breeze, The - Wilson.mid",True,"[0, 0]",1908
wilson_that_dying_rag_wilson,Wilson/That Dying Rag - Wilson.mid,True,"[0, 0, 0]",-1
wilson_anticipation_wilson,Wilson/Anticipation - Wilson.mid,True,"[0, 0]",428
wilson_combination_march_wilson,Wilson/Combination March - Wilson.mid,True,[1],-1
wilson_melancholy_bloom_melrose_wilson,Wilson/Melancholy (Bloom & Melrose) - Wilson.mid,True,"[3, 0, 0]",-1
wilson_garden_of_eden_the_old_adam_wilson,"Wilson/Garden Of Eden, The - Old Adam - Wilson.mid",True,"[0, 0]",4620
wilson_ragtime_nightingale_wilson,Wilson/Ragtime Nightingale - Wilson.mid,True,"[0, 0]",10951
wilson_sleepwalkers_shuffle_wilson,Wilson/Sleepwalkers Shuffle - Wilson.mid,True,"[0, 0]",12323
wilson_good_yearsthe_wilson,"Wilson/Good Years,The - Wilson.mid",True,"[0, 0]",4946
wilson_silver_rocket_wilson,Wilson/Silver Rocket - Wilson.mid,True,"[0, 0]",12219
wilson_humorestless_wilson,Wilson/Humorestless - Wilson.mid,True,"[0, 0]",5791
wilson_oh_you_beautiful_doll_wilson,Wilson/Oh! You Beautiful Doll! - Wilson.mid,True,"[3, 0, 0]",-1
wilson_mattapan_rag_wilson,Wilson/Mattapan Rag - Wilson.mid,True,"[0, 0]",8068
wilson_dead_man_blues_wilson,Wilson/Dead Man Blues - Wilson.mid,True,"[0, 0]",3123
wilson_that_opera_rag_wilson,Wilson/That Opera Rag - Wilson.mid,True,"[0, 0, 0]",-1
wilson_dardanella_blues_the_wilson,"Wilson/Dardanella Blues, The - Wilson.mid",True,"[3, 0, 0]",-1
wilson_amazon_rag_the_wilson,"Wilson/Amazon Rag, The - Wilson.mid",True,"[0, 0]",344
wilson_when_your_hair_is_like_the_snow_wilson,Wilson/When Your Hair Is Like The Snow - Wilson.mid,True,[1],-1
wilson_felicity_rag_wilson,Wilson/Felicity Rag - Wilson.mid,True,[1],-1
wilson_original_rags_wilson,Wilson/Original Rags - Wilson.mid,True,[1],-1
wilson_muslin_rag_wilson,Wilson/Muslin Rag - Wilson.mid,True,"[0, 0]",8658
wilson_angel_food_wilson,Wilson/Angel Food - Wilson.mid,True,"[0, 0]",396
wilson_gold_bar_rag_wilson,Wilson/Gold Bar Rag - Wilson.mid,True,"[0, 0]",4872
wilson_theyre_wearing_em_higher_in_hawaii_wilson,Wilson/They're Wearing 'Em Higher in Hawaii - Wilson.mid,True,"[0, 0, 0]",-1
wilson_draggy_rag_berlin_wilson,Wilson/Draggy Rag (Berlin) - Wilson.mid,True,"[0, 0, 0]",-1
wilson_alcoholic_blues_the_wilson,"Wilson/Alcoholic Blues, The - Wilson.mid",True,"[0, 0, 0]",-1
wilson_ragtime_engineer_the_wilson,"Wilson/Ragtime Engineer, The - Wilson.mid",True,"[3, 0, 0]",-1
wilson_blue_grass_rag_lamb_wilson,Wilson/Blue Grass Rag (Lamb) - Wilson.mid,True,"[0, 0]",1198
wilson_colored_major_the_wilson,"Wilson/Colored Major, The - Wilson.mid",True,"[0, 0]",2391
wilson_three_little_oddities_impromptu_wilson,Wilson/Three Little Oddities; Impromptu - Wilson.mid,True,"[0, 0]",14003
wilson_easy_winners_the_wilson,"Wilson/Easy Winners, The - Wilson.mid",True,[1],-1
wilson_sarah_dear_wilson,Wilson/Sarah Dear - Wilson.mid,True,[1],-1
wilson_cascades_the_wilson,"Wilson/Cascades, The - Wilson.mid",True,[1],-1
wilson_please_say_you_will_wilson,Wilson/Please Say You Will - Wilson.mid,True,[1],-1
wilson_wild_cherries_song_wilson,Wilson/Wild Cherries [song] -Wilson.mid,True,"[0, 120, 3, 0, 0]",-1
wilson_knight_hubert_wilson,Wilson/Knight Hubert - Wilson.mid,True,"[0, 0]",7191
wilson_if_i_thought_you_wouldnt_tell_wilson,Wilson/If I Thought You Wouldn't Tell - Wilson.mid,True,"[0, 0, 0]",-1
wilson_brun_campbell_express_wilson,Wilson/Brun Campbell Express - Wilson.mid,True,"[0, 0]",1483
wilson_on_the_old_dominion_line_wilson,Wilson/On The Old Dominion Line - Wilson.mid,True,"[3, 0, 0]",-1
wilson_i_love_you_more_each_day_wilson,Wilson/I Love You More Each Day - Wilson.mid,True,"[0, 0, 0]",-1
wilson_polyragmic_wilson,Wilson/Polyragmic - Wilson.mid,True,"[0, 0]",10172
wilson_show_me_rag_the_wilson,"Wilson/Show-Me Rag, The - Wilson.mid",True,"[0, 0]",12157
wilson_texas_blues_wilson,Wilson/Texas Blues - Wilson.mid,True,"[0, 0]",13549
wilson_castle_walk_the_wilson,"Wilson/Castle Walk, The - Wilson.mid",True,"[0, 0]",1926
wilson_11th_street_rag_pub.vers_wilson,Wilson/11th Street Rag (pub.vers) - Wilson.mid,True,"[0, 0]",13
wilson_kiss_me_my_honey_kiss_me_wilson,"Wilson/Kiss Me, My Honey, Kiss Me - Wilson.mid",True,"[0, 0, 0]",-1
wilson_ft_worth_blues_wilson,Wilson/Ft Worth Blues - Wilson.mid,True,"[0, 0]",4544
wilson_useless_blues_wilson,Wilson/Useless Blues - Wilson.mid,True,"[3, 0, 0]",-1
wilson_ragtime_turtledove_wilson,Wilson/Ragtime Turtledove - Wilson.mid,True,"[0, 0]",11049
wilson_dusky_dudes_wilson,Wilson/Dusky Dudes - Wilson.mid,True,"[0, 0]",3641
wilson_tricks_wilson,Wilson/Tricks - Wilson.mid,True,"[3, 0, 0]",-1
wilson_entertainer_the_joplin_wilson,"Wilson/Entertainer, The (Joplin) - Wilson.mid",True,[1],-1
wilson_maple_leaf_rag_wilson,Wilson/Maple Leaf Rag - Wilson.mid,True,[1],-1
wilson_trillium_rag_wilson,Wilson/Trillium Rag - Wilson.mid,True,"[0, 0]",14314
wilson_thats_a_plenty_pollack_wilson,Wilson/That's-A-Plenty (Pollack) - Wilson.mid,True,"[0, 0]",13906
wilson_good_bye_rag_wilson,Wilson/Good-Bye Rag - Wilson.mid,True,"[0, 0]",4962
wilson_honeysuckle_botsford_wilson,Wilson/Honeysuckle (Botsford) - Wilson.mid,True,"[0, 0]",5587
wilson_good_man_is_hard_to_find_a_wilson,"Wilson/Good Man Is Hard To Find, A - Wilson.mid",True,"[3, 0, 0]",-1
wilson_antoinette_wilson,Wilson/Antoinette - Wilson.mid,True,[1],-1
wilson_sycamore_the_wilson,"Wilson/Sycamore, The - Wilson.mid",True,[1],-1
wilson_lost_lady_rag_wilson,Wilson/Lost Lady Rag - Wilson.mid,True,"[0, 0]",7655
wilson_buzzer_rag_wilson,Wilson/Buzzer Rag - Wilson.mid,True,"[0, 0]",1620
wilson_aint_i_lucky_wilson,Wilson/Ain't I Lucky - Wilson.mid,True,"[0, 0]",158
wilson_all_of_a_twist_hershom_wilson,Wilson/All-of-a Twist (Hershom) - Wilson.mid,True,"[0, 0]",318
wilson_some_jazz_stocco_wilson,Wilson/Some Jazz (Stocco) - Wilson.mid,True,"[0, 0]",12515
wilson_quality_scott_wilson,Wilson/Quality (Scott) - Wilson.mid,True,"[0, 0]",10415
wilson_on_the_old_missouri_shore_wilson,Wilson/On The Old Missouri Shore -Wilson.mid,True,"[3, 0, 0]",-1
wilson_chlo_e_wilson,Wilson/Chlo-e - Wilson.mid,True,"[3, 0, 0]",-1
wilson_valse_venice_wilson,Wilson/Valse Venice - Wilson.mid,True,"[0, 0]",14607
wilson_just_like_the_rose_wilson,Wilson/Just Like The Rose - Wilson.mid,True,"[0, 0, 0]",-1
wilson_three_little_oddities_novelette_wilson,Wilson/Three Little Oddities; Novelette - Wilson.mid,True,"[0, 0]",14004
wilson_breeze_from_blackville_a_wilson,"Wilson/Breeze From Blackville, A - Wilson.mid",True,"[0, 0]",1402
wilson_jake_jake_the_yiddisher_ball_player_wilson,Wilson/Jake! Jake! The Yiddisher Ball-Player - Wilson.mid,True,"[0, 0, 0]",-1
wilson_african_suite_mississippi_shivers_wilson,Wilson/African Suite; Mississippi Shivers - Wilson.mid,True,"[0, 0]",121
wilson_evolution_rag_wilson,Wilson/Evolution Rag - Wilson.mid,True,"[0, 0]",3978
wilson_golden_hours_the_wilson,"Wilson/Golden Hours, The - Wilson.mid",True,"[0, 0]",4887
wilson_wall_street_rag_wilson,Wilson/Wall Street Rag - Wilson.mid,True,[1],-1
wilson_blue_grass_rag_the_straight_wilson,"Wilson/Blue Grass Rag, The (Straight) - Wilson.mid",True,"[0, 0]",1199
wilson_when_alexander_takes_his_ragtime_band_to_france_wilson,Wilson/When Alexander Takes His Ragtime Band To France - Wilson.mid,True,[0],-1
wilson_favorite_the_wilson,"Wilson/Favorite, The - Wilson.mid",True,[1],-1
wilson_fields_of_flowers_wilson,Wilson/Fields Of Flowers - Wilson.mid,True,"[0, 0]",4140
wilson_hes_a_rag_picker_wilson,Wilson/He's A Rag Picker - Wilson.mid,True,"[0, 0, 0]",-1
wilson_graceful_ghost_rag_as_played_by_bolcom_wilson,Wilson/Graceful Ghost Rag (as played by Bolcom) - Wilson.mid,True,"[0, 0]",4994
wilson_titanic_rag_wilson,Wilson/Titanic Rag - Wilson.mid,True,"[0, 0]",14111
wilson_castles_half_and_half_wilson,Wilson/Castles' Half And Half - Wilson.mid,True,"[0, 0]",1928
wilson_rag_time_chimes_wenrich_wilson,Wilson/Rag Time Chimes (Wenrich) - Wilson.mid,True,"[0, 0]",10601
wilson_oh_what_i_know_about_you_wilson,"Wilson/Oh, What I Know About You - Wilson.mid",True,"[0, 0, 0]",-1
wilson_elite_syncopations_wilson,Wilson/Elite Syncopations - Wilson.mid,True,[1],-1
wilson_business_iin_town_wilson,Wilson/Business Iin Town - Wilson.mid,True,"[0, 0]",1592
wilson_lovin_babe_wilson,Wilson/Lovin' Babe - Wilson.mid,True,[1],-1
wilson_i_love_a_piano_wilson,Wilson/I Love A Piano - Wilson.mid,True,"[0, 0, 0]",-1
wilson_ragtime_violin_wilson,Wilson/Ragtime Violin! - Wilson.mid,True,"[0, 0, 0]",-1
wilson_spring_time_rag_pratt_wilson,Wilson/Spring-time Rag (Pratt) - Wilson.mid,True,"[0, 0]",12763
wilson_amatory_hallucination_rag_wilson,Wilson/Amatory Hallucination Rag - Wilson.mid,True,"[0, 0]",342
wilson_euphonic_sounds_wilson,Wilson/Euphonic Sounds - Wilson.mid,True,[1],-1
wilson_babe_its_too_long_off_wilson,"Wilson/Babe, It's Too Long Off - Wilson.mid",True,"[3, 0, 0]",-1
wilson_oh_that_beautiful_rag_wilson,Wilson/Oh That Beautiful Rag - Wilson.mid,True,"[0, 0, 0]",-1
wilson_raggin_rudi_wilson,Wilson/Raggin' Rudi - Wilson.mid,True,"[0, 0]",10725
wilson_happy_rag_grady_wilson,Wilson/Happy Rag (Grady) - Wilson.mid,True,"[0, 0]",5214
wilson_sweet_sixteenths_wilson,Wilson/Sweet Sixteenths - Wilson.mid,True,"[0, 0]",13222
wilson_graveyard_blues_the_wilson,"Wilson/Graveyard Blues, The - Wilson.mid",True,"[3, 0, 0]",-1
wilson_all_muddled_up_wilson,Wilson/All Muddled Up - Wilson.mid,True,"[3, 0, 0]",-1
wilson_stumbling_wilson,Wilson/Stumbling - Wilson.mid,True,"[0, 0]",12978
wilson_charleston_chuckles_wilson,Wilson/Charleston Chuckles - Wilson.mid,True,"[0, 0]",2023
wilson_chimes_of_dixie_wilson,Wilson/Chimes Of Dixie - Wilson.mid,True,"[0, 0]",2145
wilson_rooster_rag_pollock_wilson,Wilson/Rooster Rag (Pollock) - Wilson.mid,True,"[0, 0]",11585
wilson_texas_fox_trot_wilson,Wilson/Texas Fox Trot - Wilson.mid,True,"[0, 0]",13552
wilson_seabiscuits_wilson,Wilson/Seabiscuits - Wilson.mid,True,"[0, 0]",11964
wilson_old_home_rag_the_wilson,"Wilson/Old Home Rag, The - Wilson.mid",True,"[0, 0]",9336
wilson_waiting_for_the_robert_e._lee_song_wilson,Wilson/Waiting For The Robert E. Lee [song] - Wilson.mid,True,"[3, 0, 0]",-1
wilson_romantic_rag_wilson,Wilson/Romantic Rag - Wilson.mid,True,"[0, 0, 0]",-1
wilson_my_little_bimbo_wilson,Wilson/My Little Bimbo - Wilson.mid,True,"[3, 0, 0]",-1
wilson_trouville_canter_wilson,Wilson/Trouville Canter - Wilson.mid,True,"[0, 0]",14353
wilson_i_wish_that_you_was_my_gal_molly_wilson,"Wilson/I Wish That You Was My Gal, Molly - Wilson.mid",False,[],-1
wilson_binks_waltz_wilson,Wilson/Binks' Waltz - Wilson.mid,True,[1],-1
wilson_coffee_rag_wilson,Wilson/Coffee Rag - Wilson.mid,True,"[0, 0]",2344
wilson_dictys_on_7th_avenue_wilson,Wilson/Dictys On 7th Avenue - Wilson.mid,True,"[0, 0]",3231
wilson_i_am_thinking_of_my_pickaninny_days_wilson,Wilson/I Am Thinking Of My Pickaninny Days - Wilson.mid,True,[1],-1
decker_kermit_laura_morgan_msn_midibiz_btd_ragtime_oriole_unk_ex_midibiz,"Decker, Kermit, Laura, Morgan, MSN, Midibiz & bTd/Ragtime Oriole - unk ex Midibiz.mid",True,"[0, 0]",10966
