fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
macdonald_sumthin_doin_losey_macdonald,Sumthin Doin,"Losey, Frank Hoyt",1907,,M,2/4,0,0,0.987110634,['2/4@0.0'],0,"(1894, 1875)",0.989968321,,70.92828685,55.33801296,1004,926,,15.59027389
ex_mathew_sun_do_move_the_dahmén_ex_mathew,"Sun Do Move, The","Stromberg, John",1899,,R,2/4,0,0,0.000377786,['2/4@0.0'],0,"(2647, 2266)",0.856063468,,69.4977258,52.65184564,1539,1192,,16.84588016
misc_sequencers_unks_sun_flower_slow_drag_unk_ex_brunk,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2766, 2766)",1,,74.34787667,53.80723839,1719,1271,,20.54063828
misc_sequencers_m_r_sun_flower_slow_drag_powell,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2753, 2753)",1,,74.39495305,53.80723839,1704,1271,,20.58771466
misc_sequencers_a_e_sun_flower_slow_drag_delker,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2753, 2753)",1,,74.39495305,53.80723839,1704,1271,,20.58771466
misc_sequencers_s_z_excl_unks_sun_flower_slow_drag_stratton_ex_amringer,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2703, 2703)",1,,74.53655589,53.74881517,1655,1266,,20.78774073
misc_sequencers_s_z_excl_unks_sun_flower_slow_drag_smith,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2708, 2708)",1,,74.54528986,53.75632911,1656,1264,,20.78896074
macdonald_sun_flower_slow_drag_macdonald,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2706, 2706)",1,,74.55084746,53.75039494,1652,1266,,20.80045251
electriclef_witherwax_sun_flower_slow_drag_witherwax,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,1.666666,2,1,['2/4@0.0'],2,"(2706, 2706)",1,,74.5472155,53.71248025,1652,1266,,20.83473524
misc_sequencers_a_e_sun_flower_slow_drag_davis,Sun Flower Slow Drag,"Joplin, Scott & Hayden, Scott",1901,,R,2/4,0,0,1,['2/4@0.0'],0,"(2705, 2705)",1,,74.63833635,53.72691397,1659,1267,,20.91142238
electriclef_witherwax_sunburst_rag_witherwax,Sunburst Rag,"Scott, James",1909,,R,2/4,1.5,2,0.981440566,['2/4@0.0'],2,"(2279, 2241)",0.98332602,,72.88079019,53.24370594,1468,993,,19.63708425
misc_sequencers_a_e_sunburst_rag_davis,Sunburst Rag,"Scott, James",1909,,R,2/4,1.028225344,1.59375,0.980625275,['2/4@0.0'],1.583333333,"(2284, 2250)",0.985113835,,72.57264957,52.91623578,1521,967,,19.65641379
macdonald_sunburst_rag_macdonald,Sunburst Rag,"Scott, James",1909,,R,2/4,1.2209295,1.75,0.985378821,['2/4@0.0'],1.75,"(2288, 2260)",0.987762238,,72.89909534,53.2160804,1437,995,,19.68301494
decker_kermit_laura_morgan_msn_midibiz_btd_sunburst_rag_unk_ex_decker,Sunburst Rag,"Scott, James",1909,,R,2/4,2.56666795,3.85,0.780314371,['2/4@0.0'],2,"(2610, 2232)",0.855172414,,72.31815658,52.49184549,1801,1165,,19.82631109
misc_sequencers_f_l_sunset_in_may_liver_ex_trachtman,Sunset In May,"Liver, Matthew",1995,,Y,4/4,0,0,0.040508714,['3/4@0.0'],0,"(2137, 2061)",0.964436125,,51.58386219,78.67790262,1103,1068,,-27.09404043
hiawatha_radna_sunset_rag_radna_radna,Sunset Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2469, 2469)",1,,68.04647676,50.77078289,1334,1239,,17.27569387
mezjuev_sunshine_capers_rowland_ex_mezjuev,Sunshine Capers,"Bargy, Roy",1922,,N,4/4,0,0,0.956428352,['4/4@0.0'],0,"(3355, 3213)",0.957675112,,76.59427675,52.38824764,2551,953,,24.20602912
trachtman_superior_trachtman,Superior,"Morton, Jelly Roll",1915/ c1962,1902-1919,R,4/4,0.83721,3,0.627009646,['4/4@0.0'],3,"(1906, 1401)",0.735047219,,68.57433809,50.50248756,1473,804,,18.07185052
cowles_sure_fire_rag_cowles,Sure Fire Rag,"Lodge, Thomas Henry",1910,,R,2/4,0,0,0.141843972,['2/4@0.0'],0,"(1833, 1779)",0.970540098,,74.25,57.99691675,900,973,,16.25308325
electriclef_witherwax_sure_fire_rag_witherwax,Sure Fire Rag,"Lodge, Thomas Henry",1910,,R,2/4,1.5,2,0.970524017,['2/4@0.0'],2,"(1830, 1776)",0.970491803,,74.53540773,57.995889,932,973,,16.53951872
macdonald_sure_fire_rag_macdonald,Sure Fire Rag,"Lodge, Thomas Henry",1910,,R,2/4,0,0,0.969912473,['2/4@0.0'],0,"(1828, 1774)",0.970459519,,74.48940914,57.91958763,897,970,,16.56982151
macdonald_swamptown_shuffle_macdonald,Swamptown Shuffle,"Jones, Harry W.",1902,,R,2/4,1.0000005,1.5,0.962649402,['2/4@0.0'],1.5,"(2008, 1933)",0.962649402,,72.66064257,52.38536585,996,1025,,20.27527672
macdonald_swanee_rag_johnson_macdonald,Swanee Rag,"Johnson, Charles L.",1912,,R,2/4,1.09420675,1.75,0.983531214,['2/4@0.0'],1.75,"(2627, 2589)",0.985534831,,70.67180277,54.3202952,1298,1355,,16.35150757
cowles_swanee_rag_johnson_cowles,Swanee Rag,"Johnson, Charles L.",1912,,R,2/4,1.135869717,1.741666667,0.194486983,['2/4@0.0'],1.75,"(2623, 2585)",0.985512772,,70.27684798,52.80829876,1434,1205,,17.46854922
macdonald_swanee_ripples_macdonald,Swanee Ripples,"Blaufuss, Walter E.",1912,,R,4/4,1.30813875,3.75,0.97980198,['4/4@0.0'],3.75,"(2563, 2523)",0.984393289,,72.64056225,52.941076,1494,1171,,19.69948625
hiawatha_radna_sweatmans_trunk_radna,Sweatman's Trunk,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2316, 2316)",1,,69.69319641,51.65228113,779,1622,,18.04091527
mezjuev_swedish_gnome_rag_the_shockley_ex_mezjuev,"Swedish Gnome Rag, The","Shockley, William M.",1996,,Y,2/4,0,0,0.945349448,['2/4@0.0'],0,"(1924, 1848)",0.96049896,,69.65206612,50.38653367,1210,802,,19.26553245
watanabe_sweet_pickles_bennett_watanabe086,Sweet Pickles,"Bennett, Theron C. (as Florence, George E)",1907,,R,2/4,0,0,1,['2/4@0.0'],0,"(1843, 1843)",1,,70.52893309,51.29349112,1106,845,,19.23544197
macdonald_sweet_pickles_bennett_macdonald,Sweet Pickles,"Bennett, Theron C. (as Florence, George E)",1907,,R,2/4,0,0,0.991407089,['2/4@0.0'],0,"(1863, 1851)",0.993558776,,70.55788514,51.3198146,1097,863,,19.23807054
wilson_sweet_sixteenths_wilson,Sweet Sixteenths,"Albright, William",1976,,Y,2/4,0,0,0.967811159,['2/4@0.0'],0,"(2352, 2296)",0.976190476,,71.34432234,53.66551426,1365,1157,,17.67880808
pitt_payne_sweet_william_mayerl_pitt_payne,Sweet William,"Mayerl, Billy",1938,,N,4/4,1.714284,4,0.868599034,['4/4@0.0'],4,"(2092, 1820)",0.86998088,,74.21387755,54.17768147,1225,923,,20.03619608
cowles_sweetmeats_cowles,Sweetmeats,"Wenrich, Percy",1907,,R,2/4,0,0,0.112781955,['2/4@0.0'],0,"(1862, 1850)",0.993555317,,73.83520983,54.40880503,977,954,,19.42640479
cowles_sweetness_woods_cowles,Sweetness,"Woods, Fannie Bell",1907,,R,2/4,0,0,0.185324948,['2/4@0.0'],0,"(2383, 2375)",0.996642887,,75.15317287,53.31118881,1371,1144,,21.84198406
misc_sequencers_s_z_excl_unks_swell_affair_a_potter_varey_ex_cowles,"Swell Affair, A","Potter, Bert",1904,,R,2/4,0.9,1.5,0.656433703,['2/4@0.0'],1.5,"(1545, 1545)",1,,71.68733509,54.07322654,758,874,,17.61410855
misc_sequencers_m_r_swinger_the_mcclellan_mcclellan,"Swinger, The","McClellan, George",1997,,Y,4/4,1.333332,3,0.801425662,['4/4@0.0'],3,"(3035, 2663)",0.877429984,,73.96859169,51.8154803,1974,1447,,22.15311139
misc_sequencers_m_r_swingshift_mcclellan,Swingshift,"McClellan, George",2001,,Y,4/4,0,0,0.775,['4/4@0.0'],0,"(2037, 1603)",0.786941581,,76.0578635,54.5673913,1348,920,,21.4904722
misc_sequencers_m_r_swipesy_powell,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,0,0,0.999160017,['2/4@0.0'],0,"(2679, 2679)",1,,70.75539125,53.92040185,1623,1294,,16.8349894
misc_sequencers_s_z_excl_unks_swipesy_stratton_ex_cowles,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,0,0,0.998312948,['2/4@0.0'],0,"(2429, 2427)",0.999176616,,71.43322204,53.92194745,1198,1294,,17.51127459
misc_sequencers_a_e_swipesy_barnes,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,1.333332,2,0.999156474,['2/4@0.0'],2,"(2429, 2427)",0.999176616,,71.43833333,53.91731066,1200,1294,,17.52102267
macdonald_swipesy_macdonald,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,0,0,0.999156474,['2/4@0.0'],0,"(2429, 2427)",0.999176616,,71.44659378,53.91731066,1189,1294,,17.52928311
electriclef_witherwax_swipesy_witherwax,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,1.5,2,0.999155762,['2/4@0.0'],2,"(2427, 2425)",0.999175937,,71.45446951,53.91563467,1197,1292,,17.53883483
misc_sequencers_a_e_swipesy_davis,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,0,0,0.998312948,['2/4@0.0'],0,"(2437, 2435)",0.999179319,,71.44778613,53.85791091,1197,1302,,17.58987523
schwartz_swipesy_schwartz,Swipesy,"Joplin, Scott & Marshall, Arthur",1900,,R,2/4,0,0,0.883057851,['2/4@0.0'],0,"(2642, 2630)",0.995457986,,71.50337838,52.69081779,1480,1394,,18.81256059
misc_sequencers_s_z_excl_unks_sycamore_the_stratton_ex_cowles,"Sycamore, The","Joplin, Scott",1904,,R,2/4,0,0,1,['2/4@0.0'],0,"(2130, 2130)",1,,74.52074858,52.89835431,1229,1033,,21.62239427
macdonald_sycamore_the_macdonald,"Sycamore, The","Joplin, Scott",1904,,R,2/4,0,0,1,['2/4@0.0'],0,"(2114, 2114)",1,,74.53702197,52.57817109,1229,1017,,21.95885088
misc_sequencers_m_r_sycamore_the_powell,"Sycamore, The","Joplin, Scott",1904,,R,2/4,0,0,1,['2/4@0.0'],0,"(2110, 2110)",1,,74.58217498,52.58783121,1223,1019,,21.99434377
schwartz_sycamore_the_schwartz,"Sycamore, The","Joplin, Scott",1904,,R,2/4,0,0,0.831087152,['2/4@0.0'],0,"(2320, 2320)",1,,75.78088737,51.96768402,1465,1114,,23.81320335
schwartz_sydney_opera_house_rag_schwartz,Sydney Opera House Rag,"Copeland, Paul",2000,,Y,2/4,1.5,2,0.748116254,['2/4@0.0'],2,"(2862, 2860)",0.999301188,,78.64241746,53.77161863,1787,1353,,24.87079883
ex_mathew_syncophonic_no._1_hansen_ex_mathew,Syncophonic No. 1,"Christensen, Axel W.",1925,,N,4/4,1.997596125,4,0.938461538,['4/4@0.0'],4,"(1529, 1437)",0.939829954,,71.50769231,52.26964286,1040,560,,19.23804945
ex_mathew_syncophonic_no._2_hansen_ex_mathew,Syncophonic No. 2,"Christensen, Axel W.",1925,,N,4/4,2,4,0.974652494,['4/4@0.0'],4,"(1224, 1193)",0.974673203,,72.98257373,51.41935484,746,527,,21.56321889
ex_mathew_syncophonic_no._3_hansen_ex_mathew,Syncophonic No. 3,"Christensen, Axel W.",1925,,N,4/4,3.5,7,0.937091988,['4/4@0.0'],4,"(1691, 1585)",0.937315198,,71.3041988,50.13161876,1167,661,,21.17258004
ex_mathew_syncophonic_no._4_hansen_ex_mathew,Syncophonic No. 4,"Christensen, Axel W.",1925,,N,4/4,2,4,0.961253092,['4/4@0.0'],4,"(1213, 1166)",0.961253092,,72.88571429,49.55555556,840,450,,23.33015873
ex_mathew_syncophonic_no._5_hansen_ex_mathew,Syncophonic No. 5,"Christensen, Axel W.",1925,,N,4/4,3.911929875,7.5,0.961719275,['4/4@0.0'],4,"(1501, 1444)",0.962025316,,73.30723606,49.77628032,843,742,,23.53095574
ex_mathew_syncophonic_no._6_hansen_ex_mathew,Syncophonic No. 6,"Christensen, Axel W.",1929,,N,4/4,3.8125,7.625,0.972348141,['4/4@0.0'],4,"(2203, 2144)",0.973218339,,74.89846603,51.95484581,1369,908,,22.94362022
misc_sequencers_f_l_take_me_to_the_midnight_cakewalk_ball_kass,Take Me To The Midnight Cakewalk Ball,"Cox, Eddie, Jackson, Arthur & Abrahams, Maurice",1915,,S,4/4,0,0,1,['4/4@0.0'],0,"(1592, 1592)",1,,67.81955645,50.43188854,992,646,,17.38766791
hiawatha_radna_talisman_rag_radna,Talisman Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(3404, 3404)",1,,70.5084674,46.78916061,2362,1513,,23.71930679
macdonald_tanglefoot_rag_losey_macdonald,Tanglefoot Rag,"Losey, Frank Hoyt","o 1909, i 1910",1902-1919,R,2/4,0,0,0.993238167,['2/4@0.0'],0,"(2680, 2662)",0.993283582,,73.55472264,52.58831711,1334,1438,,20.96640553
ex_mathew_tango_beattie_ex_mathew,Tango,"Stoneham, Reginald A. A.",1914,,R,2/4,0.875,1.75,0.816666667,['2/4@0.0'],1.75,"(2173, 2127)",0.978831109,,72.33302412,51.80758808,1078,1107,,20.52543604
cowles_tar_babies_cowles,Tar Babies,"Johnson, Charles L.",1911,,R,2/4,0.9890115,1.5,0.109148017,['2/4@0.0'],1.5,"(2561, 2545)",0.99375244,,75.13558052,55.08413284,1335,1355,,20.05144768
cowles_tattered_melody_cowles,Tattered Melody,"Ossusky, Hilda",1910,,M,2/4,0,0,0.142762723,['2/4@0.0'],0,"(1516, 1492)",0.984168865,,73.9738339,54.03776042,879,768,,19.93607349
hiawatha_radna_taupe_rag_radna,Taupe Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2353, 2353)",1,,74.92428198,54.25428314,1532,1109,,20.66999885
mezjuev_taxi_rag_lafrenière_mezjuev,Taxi-Rag,"Lafreni‚àö¬Ære, Jean-Baptiste",1911,,R,2/4,0,0,0.763758892,['2/4@0.0'],0,"(2671, 2169)",0.81205541,,79.80849582,54.10549133,1436,1384,,25.70300449
wilson_teasing_rag_wilson,Teasing Rag,"Pratt, Paul Charles",1912,,R,2/4,0,0,0.99308642,['2/4@0.0'],0,"(2043, 2029)",0.993147332,,77.39046823,53.59322034,1196,1003,,23.79724789
cowles_teasing_the_cat_cowles,Teasing The Cat,"Johnson, Charles L.",1916,,R,2/4,1.198863317,1.758333333,0.128253489,['2/4@0.0'],1.75,"(2669, 2472)",0.926189584,,74.80040595,54.9228371,1478,1283,,19.87756885
macdonald_temptation_rag_macdonald,Temptation Rag,"Lodge, Thomas Henry",1909,,R,2/4,0,0,0.983265491,['2/4@0.0'],0,"(2216, 2179)",0.983303249,,70.61325503,53.58421986,1192,1128,,17.02903518
cowles_temptation_rag_cowles,Temptation Rag,"Lodge, Thomas Henry",1909,,R,2/4,0,0,0.194487578,['2/4@0.0'],0,"(2580, 2535)",0.98255814,,70.86981818,53.83435115,1375,1310,,17.03546704
summers_temptation_rag_summers,Temptation Rag,"Lodge, Thomas Henry",1909,,R,2/4,0,0,0.988240615,['2/4@0.0'],0,"(2209, 2186)",0.989588049,,70.65853659,53.57890071,1189,1128,,17.07963588
electriclef_witherwax_temptation_rag_witherwax,Temptation Rag,"Lodge, Thomas Henry",1909,,R,2/4,1.5,2,0.978251019,['2/4@0.0'],2,"(2216, 2168)",0.97833935,,70.69463087,53.56978799,1192,1132,,17.12484289
misc_sequencers_s_z_excl_unks_tempus_fugit_st_germaine,Tempus Fugit,"St Germaine, Arthur",2002,,Y,2/4,0,0,0.999314599,['2/4@0.0'],0,"(1459, 1459)",1,,77.63295269,53.11583924,613,846,,24.51711345
misc_sequencers_a_e_ten_twenty_seven_the_dee,"Ten Twenty-Seven, The","Dee, Jim",2007,,Y,2/4,0,0,0.982962448,['2/4@0.0'],0,"(3014, 2965)",0.983742535,,73.03661327,53.4384509,1748,1446,,19.59816237
macdonald_tennessee_jubilee_a_broady_macdonald,"Tennessee Jubilee, A","Broady, Thomas E.",1899,,R,4/4,0,0,0.998809524,['4/4@0.0'],0,"(1698, 1696)",0.998822144,,70.53207965,54.39160839,904,858,,16.14047125
wilson_tennessee_synkopes_wilson,Tennessee Synkopes,"Morath, Max",1964,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1486, 1486)",1,,69.11036339,52.81910828,743,785,,16.29125511
electriclef_witherwax_tennessee_tantalizer_a_witherwax,"Tennessee Tantalizer, A","Hunter, Charles H.",1900,,R,2/4,1.5,2,1,['2/4@0.0'],2,"(1642, 1642)",1,,70.43033708,53.79234339,890,862,,16.63799369
macdonald_tennessee_tantalizer_a_macdonald,"Tennessee Tantalizer, A","Hunter, Charles H.",1900,,R,2/4,0,0,1,['2/4@0.0'],0,"(1632, 1632)",1,,70.45905421,53.8006993,867,858,,16.65835491
decker_kermit_laura_morgan_msn_midibiz_btd_tennessee_tantalizer_a_unk_ex_midibiz,"Tennessee Tantalizer, A","Hunter, Charles H.",1900,,R,2/4,0,0,1,['2/4@0.0'],0,"(1634, 1634)",1,,70.47344111,53.78812573,866,859,,16.68531538
mezjuev_terror_verde_rag_shockley_ex_mezjuev,Terror Verde Rag,"Shockley, William M.",1995,,Y,2/4,0,0,0.480385852,['2/4@0.0'],0,"(3285, 3068)",0.933942161,,72.37678032,50.41838134,2317,1458,,21.95839898
wilson_texas_blues_wilson,Texas Blues,"Copeland, Les C.",1917,,B,2/2,0,0,0.927506775,['2/2@0.0'],0,"(1654, 1596)",0.964933495,,66.95578551,45.937046,1063,826,,21.01873951
wilson_texas_fox_trot_wilson,Texas Fox Trot,"Guion, David W.",1915,,F,4/4,0,0,0.016456583,['4/4@0.0'],0,"(2871, 1396)",0.486241728,,71.16735708,54.71944923,2414,1162,,16.44790786
macdonald_texas_fox_trot_macdonald,Texas Fox Trot,"Guion, David W.",1915,,F,4/4,1.63194575,3.916666667,0.974286721,['4/4@0.0'],3.916666667,"(2794, 2736)",0.979241231,,71.06112853,54.55996473,1914,1134,,16.5011638
wilson_texas_rag_jackson_wilson,Texas Rag,"Jackson, Callis Welborn",1905,,R,2/4,0,0,1,['2/4@0.0'],0,"(2547, 2547)",1,,67.64504284,49.57688338,1634,969,,18.06815945
misc_sequencers_m_r_tgif_rag_mcclellan,TGIF Rag,"McClellan, George",1994,,Y,4/4,0.315789,1,1,['4/4@0.0'],1,"(2766, 2766)",1,,76.11839709,54.89917453,1098,1696,,21.21922256
cowles_thanks_for_the_lobster_cowles,Thanks For The Lobster!,"Jones, Clarence M.",1914,,N,2/4,0,0,0.141071429,['2/4@0.0'],0,"(1698, 1674)",0.985865724,,66.94135802,51.50802139,972,748,,15.43333663
macdonald_that_hand_played_rag_macdonald,"That ""Hand-Played"" Rag","Silverman, David H.  & Ward, Arthur R.",1914,,R,2/4,0,0,0.914329424,['2/4@0.0'],0,"(1996, 1834)",0.918837675,,72.526574,54.62824859,1223,885,,17.89832541
macdonald_that_demon_rag_macdonald,That Demon Rag,"Smith, Russell",1911,,R,2/4,0,0,0.995943205,['2/4@0.0'],0,"(2018, 2012)",0.997026759,,69.44212219,52.514518,1244,861,,16.92760418
cowles_that_fussy_rag_smalley_cowles,That Fussy Rag,"Smalley, Victor H.  (arr. Platzmann, Eugene)",1910,,R,4/4,1.1203125,2.9875,0.145604396,['4/4@0.0'],3,"(1835, 1811)",0.986920981,,71.50850492,50.9800885,1117,904,,20.52841643
cowles_that_fussy_rag_cowles,That Fussy Rag,"Smalley, Victor H.  (arr. Platzmann, Eugene)",1910,,R,4/4,1.1203125,2.9875,0.145604396,['4/4@0.0'],3,"(1835, 1811)",0.986920981,,71.50850492,50.9800885,1117,904,,20.52841643
macdonald_that_gosh_darned_two_step_rag_macdonald,That Gosh-Darned Two Step Rag,"Miller, M. Kendree",1913,,R,2/4,0,0,0.994592507,['2/4@0.0'],0,"(2613, 2613)",1,,75.32093933,52.14677277,1533,1131,,23.17416657
macdonald_that_hindu_rag_macdonald,That Hindu Rag,"Cobb, George L.",1910,,R,2/4,0,0,0.997403721,['2/4@0.0'],0,"(2308, 2304)",0.998266898,,69.07397069,52.66762452,1433,1044,,16.40634617
cowles_that_italian_rag_song_cowles,That Italian Rag [song],"Piantadosi, Al",1910,,S,2/4,0,0,0.194897532,['2/4@0.0'],0,"(2519, 2519)",1,,71.50188206,53.98864711,1594,1057,,17.51323494
watanabe_dat_lovin_rag_adler_watanabe,That Lovin' Rag,"Adler, Bernard",1908,,R,4/4,1.555554,3.5,1,['4/4@0.0'],3.5,"(1455, 1455)",1,,76.26615236,51.64248705,1037,579,,24.62366532
watanabe_that_lovin_rag_watanabe209,That Lovin' Rag,"Adler, Bernard",1908,,R,4/4,1.555554,3.5,1,['4/4@0.0'],3.5,"(1455, 1455)",1,,76.26615236,51.64248705,1037,579,,24.62366532
macdonald_that_lovin_rag_macdonald,That Lovin' Rag,"Adler, Bernard",1908,,R,4/4,1.206898,3.5,0.997280761,['4/4@0.0'],3.5,"(1459, 1455)",0.997258396,,76.24832215,51.58319039,1043,583,,24.66513175
wilson_that_madrid_rag_wilson,That Madrid Rag,"Lenzberg, Julius",1911,,R,2/4,0,0,1,['2/4@0.0'],0,"(2163, 2163)",1,,73.00685401,52.69637306,1459,965,,20.31048095
misc_sequencers_a_e_that_peachy_keen_rag_cardenas,That Peachy Keen Rag,"Cardenas, Jaime",2004,,Y,2/4,0,0,0.995621716,['2/4@0.0'],0,"(2310, 2300)",0.995670996,,77.12301255,53.29532404,1195,1219,,23.82768852
cowles_that_poker_rag_cowles,That Poker Rag,"Blake, Charlotte",1909,,R,2/4,1.147436242,1.491666667,0.143070045,['2/4@0.0'],1.5,"(2058, 2058)",1,,74.27674024,55.42283951,1178,972,,18.85390073
ex_mathew_that_potatoe_bug_rag_hansen_ex_mathew,That Potatoe Bug Rag,"Christensen, Axel W.",1916,,R,2/4,1.786056875,3,0.998857143,['2/4@0.0'],2,"(1802, 1800)",0.998890122,,72.64705882,53.75271739,1156,736,,18.89434143
macdonald_that_railroad_rag_macdonald,That Railroad Rag,"Bimberg, Edward",1911,,S,4/4,0,0,0.974306269,['4/4@0.0'],0,"(979, 971)",0.991828396,,67.40136054,48.31415929,588,452,,19.08720125
intartaglia_ex_intartaglia_that_rubbishy_rag_intartaglia,That Rubbishy Rag,"Intartaglia, Benjamin",2001,,Y,4/4,0,0,0.647314949,['4/4@0.0'],0,"(1401, 1060)",0.756602427,,74.27457927,52.36379613,1129,569,,21.91078314
macdonald_that_scandalous_rag_macdonald,That Scandalous Rag,"Kendall, Edwin F.",1912,,R,2/4,1.323170158,1.808333333,0.983890215,['2/4@0.0'],1.8125,"(1664, 1637)",0.983774038,,74.63346228,54.45430464,1034,755,,20.17915765
macdonald_that_sentimental_rag_macdonald,That Sentimental Rag,"Tilton, Mabel",1913,,R,2/4,0,0,0.98535335,['2/4@0.0'],0,"(2794, 2758)",0.987115247,,73.48201058,53.30143541,1890,1254,,20.18057518
cowles_that_sparkling_rag_cowles_ex_msn,That Sparkling Rag,"Goulart, Frank A.",1911,,R,2/4,0.83333375,1.25,0.211675766,['2/4@0.0'],1.25,"(2379, 2379)",1,,75.54431315,51.86978723,1354,1175,,23.67452591
intartaglia_ex_intartaglia_that_strange_rag_intartaglia,That Strange Rag,"Monfort, Giles",1998,,Y,4/4,0,0,0.982211538,['4/4@0.0'],0,"(2094, 2064)",0.985673352,,75.23014587,54.03380282,1234,1065,,21.19634305
macdonald_that_teasin_rag_macdonald,That Teasin' Rag,"Jordan, Joe",1903,,R,2/4,0,0,1,['2/4@0.0'],0,"(2493, 2493)",1,,69.84507772,51.99214366,1930,891,,17.85293406
electriclef_witherwax_that_teasin_rag_song_witherwax,That Teasin' Rag [song],"Jordan, Joe",1909,,S,2/4,1.5,2,1,['2/4@0.0'],2,"(2492, 2492)",1,,69.84774728,51.98765432,1931,891,,17.86009296
macdonald_that_texas_rag_macdonald,That Texas Rag,"Watson, Nell Wright",1913,,R,4/4,0.938574,3,1,['4/4@0.0'],3,"(2689, 2689)",1,,74.89544073,54.11726685,1645,1083,,20.77817388
old_web_prt_thats_all_page_ex_old_web,That's All,"Waller, Thomas ""Fats""",1929,,S,4/4,2.403125,4.005208333,0.00872818,['4/4@0.0'],0,"(2964, 2695)",0.909244265,,59.52159468,59.67078652,1806,1780,duptrack,-0.149191832
decker_kermit_laura_morgan_msn_midibiz_btd_thats_all_unk_ex_decker,That's All,"Waller, Thomas ""Fats""",1929,,S,4/4,3.816666667,7.633333333,0.644501279,['4/4@0.0'],4,"(1211, 913)",0.753922378,,77.13284672,54.81316998,685,653,,22.31967673
wilson_thats_a_plenty_pollack_wilson,That's-A-Plenty,"Pollack, Lew",1914,,R,2/4,0,0,0.935340573,['2/4@0.0'],0,"(2125, 1994)",0.938352941,,74.92473979,54.52258727,1249,974,,20.40215252
hiawatha_radna_theatrical_rag_radna,Theatrical Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,0.831127339,['2/4@0.0'],0,"(2551, 2373)",0.930223442,,69.60909792,45.60325407,1297,1598,,24.00584385
macdonald_third_avenue_l_the_macdonald,"Third Avenue L, The","Persoff, Peter",1998,,Y,2/4,0,0,0.754593712,['2/4@0.0'],0,"(2457, 2007)",0.816849817,,73.33167907,49.41879097,1209,1373,,23.9128881
wilson_thoroughbred_rag_wilson,Thoroughbred Rag,"Lamb, Joseph F.",1960,,R,2/4,1.125,1.5,0.984910837,['2/4@0.0'],1.5,"(2957, 2921)",0.987825499,,76.31289538,53.97076462,2055,1334,,22.34213076
reublin_those_flippity_floppety_flappers_reublin,Those Flippity Floppety Flappers,"Johnson, Howard, Pease, Harry & Schuster, Ira",1922,,P,2/4,0,0,1,['2/4@0.0'],0,"(1436, 1436)",1,,65.16981132,49.02891156,848,588,,16.14089976
wilson_three_little_oddities_impromptu_wilson,Three Little Oddities: Impromptu,"Confrey, Zez",1923,,N,4/4,0,0,0.984834969,['4/4@0.0'],4,"(1102, 1102)",1,,70.75663717,54.50098619,678,507,,16.25565097
wilson_three_little_oddities_novelette_wilson,Three Little Oddities: Novelette,"Confrey, Zez",1923,,N,4/4,0,0,0.924225029,['4/4@0.0'],0,"(845, 797)",0.943195266,,76.76,58.90546218,550,476,,17.85453782
wilson_three_little_oddities_romanza_wilson,Three Little Oddities: Romanza,"Confrey, Zez",1923,,N,4/4,0,0,0.038461538,['4/4@0.0'],4,"(446, 429)",0.961883408,,70.80511182,60.2890625,313,256,,10.51604932
