fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
roache_three_sheets_in_the_ocean_one_foot_in_the_sunset_and_you_roache,"Three Sheets In The Sunset, One Foot In The Ocean, And You","Frost, Robin",1986,,Y,4/4,1.2,4,0.54569378,['4/4@0.0'],4,"(4267, 3487)",0.817201781,,75.26664228,52.72887701,2734,1870,,22.53776528
misc_sequencers_s_z_excl_unks_thriller_the_smith,"Thriller!, The","Aufderheide, May Frances",1909,,R,2/4,0.9,1.5,1,['2/4@0.0'],1.5,"(1630, 1630)",1,,73.14420804,52.90139211,846,862,,20.24281593
watanabe_thriller_the_watanabe083,"Thriller!, The","Aufderheide, May Frances",1909,,R,2/4,0,0,0.996827076,['2/4@0.0'],0,"(1980, 1980)",1,,73.3121853,52.54954955,993,999,,20.76263575
macdonald_thriller_the_macdonald,"Thriller!, The","Aufderheide, May Frances",1909,,R,2/4,0.938673,1.5,0.983113456,['2/4@0.0'],1.5,"(1912, 1886)",0.986401674,,73.7102439,52.44575937,1025,1014,,21.26448453
misc_sequencers_m_r_thursday_rag_mcclellan_mcclellan,Thursday Rag,"McClellan, George",1994,,Y,4/4,0.4,1,0.820140515,['4/4@0.0'],1,"(2129, 1814)",0.852043213,,72.92577488,54.09964093,1226,1114,,18.82613394
summers_tickle_the_ivories_herzer_summers,Tickle The Ivories,"Herzer, Wallie",1913,,R,2/4,0,0,0.857721747,['2/4@0.0'],0,"(2205, 1889)",0.856689342,,76.71864952,54.4244186,1244,1032,,22.29423091
schwartz_tickle_the_ivories_herzer_schwartz,Tickle The Ivories,"Herzer, Wallie",1913,,R,2/4,0,0,0.842105263,['2/4@0.0'],0,"(2308, 1928)",0.835355286,,76.5367036,54.22415459,1444,1035,,22.31254901
ex_mathew_tickle_the_ivories_herzer_dahmen_ex_mathew,Tickle The Ivories,"Herzer, Wallie",1913,,R,2/4,0,0,0.000449843,['2/4@0.0'],0,"(2219, 1875)",0.844975214,,76.45208845,53.95956607,1221,1014,,22.49252238
macdonald_tickled_to_death_hunter_macdonald,Tickled To Death,"Hunter, Charles H.",1899,,M,4/4,0,0,0.996818664,['4/4@0.0'],0,"(1886, 1886)",1,,70.40370752,52.00954401,971,943,,18.39416351
old_web_prt_tickled_to_death_hunter_unk1_ex_old_web,Tickled To Death,"Hunter, Charles H.",1899,,M,4/4,1.714284,4,1,['4/4@0.0'],4,"(1887, 1887)",1,,70.3997955,51.99045599,978,943,,18.40933951
cookie_jar_melody_lane_crider_tickled_to_death_hunter_cookie_jar,Tickled To Death,"Hunter, Charles H.",1899,,M,4/4,1.714284,4,1,['4/4@0.0'],4,"(1887, 1887)",1,,70.3997955,51.99045599,978,943,,18.40933951
watanabe_tickled_to_death_hunter_watanabe003,Tickled To Death,"Hunter, Charles H.",1899,,M,4/4,0,0,1,['4/4@0.0'],0,"(1882, 1882)",1,,70.39406346,51.95638298,977,940,,18.43768048
electriclef_witherwax_tickled_to_death_hunter_witherwax,Tickled To Death,"Hunter, Charles H.",1899,,M,4/4,1.5,4,1,['4/4@0.0'],4,"(1886, 1886)",1,,70.39775051,51.94379639,978,943,,18.45395412
perry_incl_ex_perry_ticklish_rag_perry,Ticklish Rag,"Traxler, Joseph P.",1905,,M,4/4,0,0,0.001308901,['4/4@0.0'],1.5,"(2291, 2195)",0.958096901,,76.83245614,54.71489726,1140,1168,,22.11755888
misc_sequencers_m_r_tiger_rag_rogers,Tiger Rag,"La Rocca, Dominic J. (but often ascribed to Barry, Frank E.)",1917,,R,4/4,0.6521725,2.5,0.971945701,['4/4@0.0'],2.5,"(1121, 1090)",0.97234612,,72.95337621,50.38003839,622,521,,22.57333782
misc_sequencers_a_e_timberline_rag_cromie,Timberline Rag,"Cromie, Richard A.",1997,,Y,2/4,0,0,0.043107128,['2/4@0.0'],1.5,"(2459, 2244)",0.912566084,,69.30984903,57.48613377,1391,1226,,11.82371526
cowles_timbuctoo_march_cowles,Timbuctoo March,"Ramsdell, Eugene C.",1899,,M,2/4,1.09091,2,0.208496094,['2/4@0.0'],2,"(2043, 2039)",0.998042095,,76.14747859,56.75471698,1051,1007,,19.39276161
misc_sequencers_m_r_tin_lizzy_mcclellan,Tin Lizzy,"McClellan, George",1993,,Y,4/4,0,0,0.994594595,['4/4@0.0'],0,"(1666, 1663)",0.99819928,,72.90898618,54.5506653,868,977,,18.35832087
schwartz_tin_lizzy_schwartz,Tin Lizzy,"McClellan, George",1993,,Y,4/4,0,0,0.856382979,['4/4@0.0'],0,"(1688, 1481)",0.877369668,,72.59459459,53.18853363,1147,907,,19.40606097
misc_sequencers_f_l_tipperary_blues_kass,Tipperary Blues,"Bowman, Euday L.",1915,,B,4/4,0,0,0.976131687,['4/4@0.0'],0,"(1278, 1249)",0.977308294,,76.21540313,54.87317073,831,615,,21.3422324
misc_sequencers_m_r_tis_or_taint_mcclellan,Tis Or 'Taint,"McClellan, George",2000,,Y,4/4,0,0,0.798829883,['4/4@0.0'],0,"(2222, 1860)",0.837083708,,75.40819423,53.9426457,1318,1081,,21.46554854
misc_sequencers_f_l_tishomingo_blues_kass,Tishomingo Blues,"Williams, Spencer",1917,,S,4/4,0,0,0.959657702,['4/4@0.0'],0,"(818, 785)",0.959657702,,65.08288288,48.30072464,555,276,,16.78215825
wilson_titanic_rag_wilson,Titanic Rag,"Wilson, Paul F.",1971,,Y,2/4,0.8823525,1.5,0.996601529,['2/4@0.0'],1.5,"(2388, 2380)",0.996649916,,67.67150761,48.87266251,1446,1123,,18.7988451
wilson_toad_stool_rag_wilson,Toad Stool Rag,"Lamb, Joseph F.",1907-14/ c1959,1902-1919,R,2/4,1.599263,1.8125,0.977823409,['2/4@0.0'],1.8125,"(2498, 2444)",0.978382706,,73.69147497,54.01534527,1478,1173,,19.6761297
macdonald_toboggan_rag_macdonald,Toboggan Rag,"Barth, John F.",1912,,R,2/4,0.892503,1.5,0.998580218,['2/4@0.0'],1.5,"(2146, 2144)",0.999068034,,75.52795031,56.14837713,966,1294,,19.37957319
cowles_tokio_rag_cowles,Tokio Rag,"Lodge, Thomas Henry",1912,,R,2/4,0,0,0.142780172,['2/4@0.0'],0,"(1846, 1794)",0.971830986,,68.76758148,52.23197903,1166,763,,16.53560244
macdonald_tom_and_jerry_macdonald,Tom And Jerry,"Cammack, Jerry Ward",1906,,R,2/4,1.184211,1.5,0.918777943,['2/4@0.0'],1.5,"(2654, 2467)",0.929540317,,73.79231771,52.80696662,1536,1378,,20.98535109
cookie_jar_melody_lane_crider_too_much_mustard_tres_moutarde_melody_lane,Too Much Mustard (Tres Moutarde),"Macklin, Cecil",1911,,I,4/4,2.086956,4,0.994117647,['4/4@0.0'],4,"(1870, 1859)",0.994117647,,65.79501085,49.99052632,922,950,,15.80448453
macdonald_too_much_mustard_tres_moutarde_macdonald,Too Much Mustard (Tres Moutarde),"Macklin, Cecil",1911,,I,2/4,0,0,0.991374663,['2/4@0.0'],0,"(1877, 1861)",0.991475759,,63.23039612,47.0796875,1237,640,,16.15070862
macdonald_too_much_raspberry_macdonald,Too Much Raspberry,"Russell, Sydney K.",1916,,F,4/4,1.32352875,3.75,0.953557312,['4/4@0.0'],3.75,"(2025, 1950)",0.962962963,,75.05016722,52.93284365,1196,953,,22.11732357
wilson_toots_wilson,Toots,"Arndt, Felix",1915,,R,2/4,0,0,0.006242197,['2/4@0.0'],1.875,"(1610, 1587)",0.985714286,,67.74044032,52.3125,863,752,,15.42794032
misc_sequencers_a_e_top_liner_rag_davis,Top Liner Rag,"Lamb, Joseph F.",1916,,R,2/4,1.10294,1.25,0.961525705,['2/4@0.0'],1.25,"(2979, 2959)",0.993286338,,75.43513643,53.79462285,2089,1339,,21.64051358
macdonald_top_liner_rag_macdonald,Top Liner Rag,"Lamb, Joseph F.",1916,,R,2/4,0.8823525,1.25,0.986315087,['2/4@0.0'],1.25,"(3021, 2983)",0.987421384,,75.63945919,53.86152695,1997,1336,,21.77793224
roache_top_liner_rag_roache,Top Liner Rag,"Lamb, Joseph F.",1916,,R,2/4,0.73529375,1.25,0.962755438,['2/4@0.0'],1.25,"(3172, 3128)",0.986128625,,76.19939183,53.70411985,2302,1335,,22.49527198
cowles_topsy_turvy_gustin_cowles,Topsy Turvy,"Gustin, Louise V.",1899,,R,4/4,0,0,0.151041667,['4/4@0.0'],0,"(1350, 1348)",0.998518519,,72.65805471,54.09913793,658,696,,18.55891678
misc_sequencers_a_e_tortoise_and_the_hare_the_cromie,"Tortoise And The Hare, The","Cromie, Richard A.",[modern],>1919,Y,4/4,0.0851851,0.191666667,0.033613445,['3/4@0.0'],2.5,"(2228, 2190)",0.982944345,,70.8048,50.95525292,1250,1028,,19.84954708
macdonald_totally_different_rag_a_macdonald,"Totally Different Rag, A","Aufderheide, May Frances",1910,,R,2/4,0,0,0.998740025,['2/4@0.0'],0,"(2381, 2378)",0.998740025,,73.95764394,52.16772439,1511,1103,,21.78991956
misc_sequencers_s_z_excl_unks_totally_different_rag_a_smith,"Totally Different Rag, A","Aufderheide, May Frances",1910,,R,2/4,0,0,0.981597658,['2/4@0.0'],0,"(2391, 2385)",0.99749059,,73.98820446,52.17135086,1526,1103,,21.81685359
wilson_town_talk_olson_wilson,Town Talk,"Olson, Elmer J.",1917,,R,2/4,0,0,0.861391695,['2/4@0.0'],0,"(1786, 1545)",0.86506159,,73.38686869,51.77317073,990,820,,21.61369796
wilson_traumerei_wilson,Traumerei,"Confrey, Zez",1925,,N,4/4,0,0,0.946072685,['4/4@0.0'],0,"(1981, 1899)",0.958606764,,69.56436421,52.94742991,1274,856,,16.6169343
decker_kermit_laura_morgan_msn_midibiz_btd_treemonisha_27_a_real_slow_drag_unk_ex_midibiz,Treemonisha: A Real Slow Drag,"Joplin, Scott",1911,,O,4/4,0,0,0.999032414,['4/4@0.0'],0,"(2102, 2100)",0.999048525,,71.49654112,52.64972973,1301,925,,18.84681139
misc_sequencers_unks_treemonisha_27_a_real_slow_drag_unk_ex_brunk,Treemonisha: A Real Slow Drag,"Joplin, Scott",1911,,O,4/4,0,0,1,['4/4@0.0'],0,"(2529, 2529)",1,,72.95156852,53.1627451,1817,1020,,19.78882342
misc_sequencers_s_z_excl_unks_treemonisha_27_a_real_slow_drag_powell,Treemonisha: A Real Slow Drag,"Joplin, Scott",1911,,O,4/4,0,0,1,['4/4@0.0'],0,"(2532, 2532)",1,,72.96090308,53.1627451,1816,1020,,19.79815799
decker_kermit_laura_morgan_msn_midibiz_btd_treemonisha_19_prelude_to_act_2_unk_ex_morgan,Treemonisha: Prelude To Act 3,"Joplin, Scott",1911,,O,2/4,0,0,0.877419355,['2/4@0.0'],0,"(1286, 1122)",0.872472784,,74.83374083,56.25468165,818,534,,18.57905918
treemonisha_davis_wilson_treemonisha_19_prelude_to_act_3_davis,Treemonisha: Prelude To Act 3,"Joplin, Scott",1911,,O,2/4,1.5,1.5,0.985553772,['2/4@0.0'],1.5,"(1254, 1240)",0.988835726,,69.49176955,49.59818731,972,331,,19.89358224
wilson_tribute_to_joplin_wilson,Tribute To Joplin,"Morath, Max",1964,,Y,4/4,0,0,1,['4/4@0.0'],0,"(1681, 1681)",1,,80.50896337,55.1228978,1283,773,,25.38606557
macdonald_trilby_rag_macdonald,Trilby Rag,"Morgan, Carey",1915,,R,2/4,0,0,0.95546349,['2/4@0.0'],0,"(2004, 1936)",0.966067864,,69.06089744,53.06675063,1248,794,,15.99414681
wilson_trillium_rag_wilson,Trillium Rag,"Shea, Thomas W.",1964,,Y,2/4,0,0,0.99748005,['2/4@0.0'],0,"(2381, 2375)",0.99748005,,72.51164797,56.18066914,1159,1345,,16.33097883
macdonald_trombone_johnsen_macdonald,Trombone Johnsen,"Stark, E. J.",1902,,R,4/4,0,0,0.999616564,['4/4@0.0'],0,"(2634, 2634)",1,,74.9853908,55.28667665,1369,1336,,19.69871415
macdonald_troubadour_rag_macdonald,Troubadour Rag,"Scott, James",1919,,R,2/4,1.1538465,1.5,0.972288744,['2/4@0.0'],1.5,"(2975, 2894)",0.972773109,,79.02682403,52.38427627,1864,1361,,26.64254777
electriclef_witherwax_troubadour_rag_witherwax,Troubadour Rag,"Scott, James",1919,,R,2/4,3.6761095,3.5,0.972668261,['2/4@0.0'],2,"(2976, 2896)",0.97311828,,78.93070362,52.24535316,1876,1345,,26.68535046
misc_sequencers_a_e_troubadour_rag_electriclef_music_ex_decker,Troubadour Rag,"Scott, James",1919,,R,2/4,2.2105265,3.5,0.972668261,['2/4@0.0'],2,"(2976, 2896)",0.97311828,,78.93070362,52.24535316,1876,1345,,26.68535046
macdonald_trouble_morrison_crabb_macdonald,Trouble,"Morrison, Will B. & Crabb, Cecil Duane",1908,,R,2/4,0,0,1,['2/4@0.0'],0,"(2133, 2133)",1,,71.75379939,52.67974549,1316,943,,19.0740539
wilson_trouville_canter_wilson,Trouville Canter,"Woodford, Hughie",1914,,F,2/2,0,0,0.763687412,['2/2@0.0'],0,"(2334, 1909)",0.817909169,,68.84019668,50.30208333,1627,864,,18.53811335
ex_mathew_turkey_in_the_straw_dahmén_ex_mathew,Turkey In The Straw,"Bonnell, Otto",1899,,R,4/4,0,0,0.007784431,['3/4@0.0'],0,"(1716, 1680)",0.979020979,,73.7294686,53.09781022,1035,685,,20.63165838
ex_mathew_turkey_walk_the_dahmén_ex_mathew,"Turkey Walk, The","Lowell, G. L.",1899,,R,2/4,0,0,0.99916388,['2/4@0.0'],1.4375,"(1173, 1172)",0.999147485,,74.67891374,55.37359098,626,621,,19.30532276
cowles_turkish_towel_rag_cowles,Turkish Towel Rag,"Allen, Thomas S.","o 1911, i 1912",1902-1919,R,2/4,1.104938658,1.491666667,0.143165157,['2/4@0.0'],1.5,"(2328, 2314)",0.993986254,,70.25137363,53.26022305,1456,1076,,16.99115058
cowles_turkish_trophies_cowles,Turkish Trophies,"Egan, Sara B.",1907,,R,2/4,0,0,0.110962567,['2/4@0.0'],0,"(2258, 2258)",1,,73.83309958,52.03258845,1426,1074,,21.80051112
hiawatha_radna_turpentine_rag_radna_radna,Turpentine Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(4022, 4022)",1,,76.23567753,51.15417256,2915,1414,,25.08150497
hiawatha_radna_tuxedo_vegas_radna,Tuxedo Vegas,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2990, 2990)",1,,72.71273885,52.15690104,1570,1536,,20.55583781
misc_sequencers_a_e_twelve_twenty_three_dee,Twelve Twenty-Three,"Dee, Jim",2007,,Y,2/4,0,0,0.961198617,['2/4@0.0'],0,"(2839, 2756)",0.970764354,,74.29502453,53.45016077,1427,1555,,20.84486376
ex_mathew_two_by_two_beattie,Two by Two,"Watson, J. Michael",1899,,R,2/4,0,0,0.993415957,['2/4@0.0'],0,"(2585, 2572)",0.994970986,,68.10157368,53.45271967,1398,1195,,14.64885401
hiawatha_radna_umbrella_rag_radna,Umbrella Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(3083, 3083)",1,,71.93356131,47.78010094,2047,1387,,24.15346037
roache_uncle_herbies_rag_roache,Uncle Herbie's Rag,"Frost, Robin",1986,,Y,4/4,0.90909,3,0.704664723,['4/4@0.0'],3,"(3515, 3463)",0.985206259,,70.62425901,51.4491018,2193,1503,,19.17515721
cowles_uncle_silas_one_step_cowles,"Uncle Silas, One-Step","Richardson, Don",1917,,I,2/4,0.877450542,1.491666667,0.191797846,['2/4@0.0'],1.5,"(2413, 2371)",0.982594281,,74.5253955,53.40714286,1201,1260,,21.11825265
hiawatha_radna_valencia_rag_radna,Valencia Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2620, 2620)",1,,73.72916667,47.96260939,1728,1257,,25.76655728
schwartz_valentine_stomp_schwartz,Valentine Stomp,"Waller, Thomas ""Fats""",1929,,R,4/4,1.043606438,3.64375,0.021947102,['4/4@0.0'],3.666666667,"(3775, 3059)",0.810331126,,76.61303462,53.35685686,2946,1998,,23.25617777
misc_sequencers_m_r_vanity_rag_newstead_newstead,Vanity Rag,"Newstead, Rachel",[modern],>1919,Y,4/4,0.25,0.5,1,['4/4@0.0'],0.5,"(2225, 2225)",1,,77.47395172,48.73963731,1574,772,,28.73431441
macdonald_variety_rag_macdonald,Variety Rag,"Tierney, Harry Austin",1912,,R,2/4,0,0,0.992554677,['2/4@0.0'],0,"(2205, 2199)",0.997278912,,75.60579937,54.465765,1276,1183,,21.14003437
misc_sequencers_f_l_varsity_days_ryan_finch_ex_cowles,Varsity Days,"Ryan, Frank W.",1907,,M,2/2,0,0,1,['2/2@0.0'],0,"(3192, 3192)",1,,68.79220138,51.58086253,2026,1484,,17.21133885
pitt_payne_vatican_rag_the_pitt_payne,"Vatican Rag, The","Lehrer, Tom",1965,,S,4/4,0,0,0.837111228,['4/4@0.0'],0,"(1901, 1898)",0.998421883,,67.97127469,68.24631174,557,1559,notsplit,-0.275037052
misc_sequencers_f_l_victory_rag_scott_hobbs,Victory Rag,"Scott, James",1921,,R,2/4,2.190722742,3.308333333,0.712715856,['2/4@0.0'],2,"(2629, 2108)",0.801825789,,76.59343878,54.64167324,1707,1267,,21.95176554
electriclef_witherwax_victory_rag_scott_witherwax,Victory Rag,"Scott, James",1921,,R,2/4,0.9375,1.25,1,['2/4@0.0'],1.25,"(2580, 2580)",1,,76.79278729,54.50846154,1636,1300,,22.28432575
macdonald_victory_rag_scott_macdonald,Victory Rag,"Scott, James",1921,,R,2/4,0.7819825,1.25,1,['2/4@0.0'],1.25,"(2573, 2573)",1,,76.85670357,54.47711404,1626,1289,,22.37958953
crausaz_orton_vieux_carré_orton_ex_gordon,Vieux Carr‚àö¬©,"Gordon, Thomas (Tom) Renton",1952,,R,2/4,0.1363635,0.25,0.95942519,['2/4@0.0'],0.25,"(2818, 2770)",0.982966643,,80.59889604,53.27221172,2174,1058,,27.32668432
hiawatha_radna_vinegar_rag_radna,Vinegar Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,0.98820059,['2/4@0.0'],0,"(2718, 2686)",0.988226637,,79.64481526,50.32890625,1678,1280,,29.31590901
misc_sequencers_a_e_vipers_drag_boudrant,Viper's Drag,"Waller, Thomas ""Fats""",1930,,N,4/4,0,0,0.738893546,['4/4@0.0'],0,"(2577, 2065)",0.801319364,,68.93340325,47.74896266,1907,964,,21.1844406
schwartz_vipers_drag_schwartz,Viper's Drag,"Waller, Thomas ""Fats""",1930,,N,4/4,0.008683417,0.016666667,0.015898899,['4/4@0.0'],0,"(2463, 1730)",0.702395453,,72.24547284,48.97985348,1988,1092,,23.26561936
macdonald_virginia_creeper_the_davis_macdonald,"Virginia Creeper, The","Davis, Mae",1907,,M,2/4,0,0,1,['2/4@0.0'],0,"(1992, 1992)",1,,66.18231187,49.74565757,1289,806,,16.4366543
macdonald_virginia_two_step_mincer_macdonald,Virginia Two-Step,"Mincer, Harry H.",1899,,R,2/4,0.9,1.5,0.985758514,['2/4@0.0'],1.5,"(1615, 1592)",0.985758514,,73.37238979,56.04188482,862,764,,17.33050497
cowles_vivacity_rag_cowles,Vivacity Rag,"Keithley, Frank C.",1910,,R,2/4,0.003164558,0.004166667,0.153026906,['2/4@0.0'],0,"(1793, 1793)",1,,71.90878754,53.65699482,899,965,,18.25179272
midis_added_uniques_vivacity_rag_jones_beattie,Vivacity Rag,"Jones, Ted",1992,,Y,2/4,1.714286,2,1,['2/4@0.0'],2,"(2388, 2388)",1,,74.87435329,53.59598394,1353,1245,,21.27836935
intartaglia_ex_intartaglia_vrai_cake_walk_le_intartaglia,"Vrai Cake-Walk, Le","Dequin, Leon",1906,,R,2/4,0,0,1,['2/4@0.0'],0,"(2314, 2314)",1,,69.8926499,51.96734059,1034,1286,,17.92530931
midis_added_have_other_renditions_wagneritis_beattie,Wagneritis,"Mornington, Mark",1921,,R,2/4,1.165048,2,0.853632479,['2/4@0.0'],2,"(2033, 1981)",0.974422036,,67.20934112,50.4309327,1199,847,,16.77840841
hiawatha_radna_waikiki_rag_radna,Waikiki Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2434, 2434)",1,,69.62066246,48.79583975,1268,1298,,20.82482271
mezjuev_waiting_for_the_zenith_mezjuev,Waiting For The Zenith,"Rummel, Jack T.",1986,,Y,2/4,1.19047625,1.25,0.999626587,['2/4@0.0'],1.25,"(3026, 3026)",1,,72.03912543,53.33289817,1738,1532,,18.70622726
mezjuev_walk_in_the_woods_picking_birch_leaves_rag_a_shockley_ex_mezjuev,"Walk In The Woods Picking Birch Leaves Rag, A","Shockley, William M.",1996,,Y,2/4,2.50000075,3.25,0.99373764,['2/4@0.0'],2,"(3037, 3018)",0.993743826,,71.9943899,53.49969117,1426,1619,,18.49469873
macdonald_walkin_on_de_rainbow_road_macdonald,Walkin' On De Rainbow Road,"Roberts, S. M.",1899,,R,2/4,0,0,1,['2/4@0.0'],0,"(2220, 2220)",1,,69.31842576,52.90144665,1118,1106,,16.41697911
misc_sequencers_a_e_wall_street_rag_boudrant,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,0,0,0.998046112,['2/4@0.0'],0,"(2565, 2565)",1,,52.78423645,73.99323563,1015,1774,,-21.20899917
roache_wall_street_rag_roache,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,0.394135417,0.416666667,0,['2/4@0.0'],0,"(2396, 2335)",0.974540902,,73.26559454,52.61605416,2052,1034,,20.64954038
misc_sequencers_a_e_wall_street_rag_electriclef_music_ex_decker,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,1.22449,2,1,['2/4@0.0'],2,"(2535, 2535)",1,,73.45900725,52.76209279,1793,1013,,20.69691446
misc_sequencers_s_z_excl_unks_wall_street_rag_smith,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,0,0,0.9953125,['2/4@0.0'],0,"(2538, 2538)",1,,73.60465116,52.82574257,1763,1010,,20.77890859
macdonald_wall_street_rag_macdonald,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,0,0,0.998439329,['2/4@0.0'],0,"(2536, 2534)",0.999211356,,73.5567991,52.74777448,1787,1011,,20.80902462
electriclef_witherwax_wall_street_rag_witherwax,Wall Street Rag,"Joplin, Scott",1909,,R,2/4,1.73913,2,1,['2/4@0.0'],2,"(2500, 2500)",1,,73.45900725,52.60516252,1793,1046,,20.85384473
ex_mathew_wallaby_wabble_ford_ex_mathew,Wallaby Wabble,"Ford, Adrian",1996,,Y,2/2,0,0,0.961298932,['2/2@0.0'],0,"(2405, 2347)",0.975883576,,79.8245497,52.8728,1499,1250,,26.9517497
hiawatha_radna_walnut_rag_radna,Walnut Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2978, 2978)",1,,63.44219653,44.0940367,2076,1308,,19.34815983
misc_sequencers_f_l_waterloo_girls_haley_ex_cowles,Waterloo Girls,"Roberts, David Thomas",1980,,Y,2/4,0,0,0.991167192,['2/4@0.0'],0,"(3365, 3337)",0.991679049,,76.39744197,55.9241012,2111,1502,,20.47334077
mezjuev_waterloo_rag_ashwander_mezjuev,Waterloo Rag,"Ashwander, Donald",1972,,Y,2/4,0,0,0.963869932,['2/4@0.0'],0,"(2537, 2447)",0.96452503,,68.34461747,52.127897,1477,1165,,16.21672047
macdonald_watermelon_trust_the_macdonald,"Watermelon Trust, The","Thompson, Harry C.",1906,,R,4/4,1.48026375,3.75,0.993537268,['4/4@0.0'],3.75,"(2323, 2310)",0.994403788,,73.72043011,51.75395257,1395,1012,,21.96647754
misc_sequencers_a_e_way_down_south_clark_clawson_ex_meloware,Way Down South,"Clark, J. F.",1899,,M,2/4,0,0,1,['2/4@0.0'],0,"(2176, 2176)",1,,71.11577028,52.16681943,1097,1091,,18.94895085
cowles_way_down_south_in_dixie_cowles,Way Down South In Dixie,"Lorin, Frederic",1903,,R,2/2,1.074405192,1.504166667,0.140773158,['2/2@0.0'],3,"(1377, 1336)",0.970225127,,73.74822695,55.81918819,564,813,,17.92903876
macdonald_weary_walkers_march_macdonald,Weary Walker's March,"Johnson, Charles L.",1895,,M,4/4,0,0,0.993861893,['4/4@0.0'],0,"(1989, 1989)",1,,71.40770102,53.2965642,883,1106,,18.11113682
ex_mathew_webster_grove_rag_the_hansen_ex_mathew,"Webster Grove Rag, The","Christensen, Axel W.",1915,,R,2/4,1.843749125,3.25,1,['2/4@0.0'],2,"(1906, 1906)",1,,66.12826797,48.89883268,1224,771,,17.22943529
misc_sequencers_a_e_weeping_willow_joplin_boudrant,Weeping Willow,"Joplin, Scott",1903,,R,4/4,0,0,1,['4/4@0.0'],0,"(2463, 2463)",1,,53.01689189,72.66533066,1184,1497,,-19.64843877
macdonald_weeping_willow_joplin_macdonald,Weeping Willow,"Joplin, Scott",1903,,R,2/4,0,0,0.997144023,['2/4@0.0'],0,"(2553, 2552)",0.999608304,,72.42009988,52.93870697,1602,1191,,19.48139291
electriclef_witherwax_weeping_willow_joplin_witherwax,Weeping Willow,"Joplin, Scott",1903,,R,2/4,1.666666,2,0.998365345,['2/4@0.0'],2,"(2517, 2515)",0.999205403,,72.34496124,52.80498282,1548,1164,,19.53997842
misc_sequencers_unks_weeping_willow_fischler_unk_ex_brunk,Weeping Willow,"Fischler, Harry A.",1911,,R,2/4,0,0,1,['2/4@0.0'],0,"(2521, 2521)",1,,72.52193844,52.91946309,1527,1192,,19.60247535
watanabe_weeping_willow_joplin_watanabe022,Weeping Willow,"Joplin, Scott",1903,,R,2/4,0,0,1,['2/4@0.0'],0,"(2531, 2531)",1,,72.58322237,52.92773109,1502,1190,,19.65549128
macdonald_weeping_willow_fischler_macdonald,Weeping Willow,"Fischler, Harry A.",1911,,R,2/4,0,0,1,['2/4@0.0'],0,"(1703, 1703)",1,,72.62575453,52.89976134,994,838,,19.72599319
cowles_weeping_willow_fischler_cowles,Weeping Willow,"Fischler, Harry A.",1911,,R,2/4,0,0,0.115678215,['2/4@0.0'],0,"(1703, 1703)",1,,72.63179074,52.89976134,994,838,,19.73202941
decker_kermit_laura_morgan_msn_midibiz_btd_weeping_willow_joplin_unk_ex_decker,Weeping Willow,"Joplin, Scott",1903,,R,2/4,3.2,4,0.752264671,['2/4@0.0'],2,"(2614, 2115)",0.80910482,,73.06727629,52.91414141,1531,1188,,20.15313488
misc_sequencers_f_l_weeping_willow_joplin_hobbs,Weeping Willow,"Joplin, Scott",1903,,R,2/4,2.790696,4,0.752264671,['2/4@0.0'],2,"(2614, 2115)",0.80910482,,73.06727629,52.91414141,1531,1188,,20.15313488
schwartz_weeping_willow_joplin_schwartz,Weeping Willow,"Joplin, Scott",1903,,R,2/4,0,0,0.873929009,['2/4@0.0'],0,"(2611, 2611)",1,,75.7345297,52.9015025,1616,1198,,22.8330272
schwartz_when_you_and_i_were_young_maggie_blues_schwartz,When You And I Were Young Maggie Blues,"Frost, Jack & McHugh, Jimmy",1922,,S,4/4,1.141665525,3.995833333,0.070519099,['4/4@0.0'],4,"(1135, 955)",0.841409692,,75.77660819,53.71830986,855,497,,22.05829833
